"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"729","11/29/2016","Buffalo","Creighton","A",72,93,78.05,"L"
"828","12/03/2016","Buffalo","St. Bonaventure","A",84,90,73.425,"L"
"928","12/07/2016","Buffalo","Pittsburgh","A",79,84,71.925,"L"
"1030","12/10/2016","Buffalo","Coppin St.","H",87,52,65.2375,"W"
"1137","12/17/2016","Buffalo","Canisius","H",87,94,84.725,"L"
"1229","12/21/2016","Buffalo","Robert Morris","A",71,74,81.1,"L"
"1333","12/30/2016","Buffalo","Maine","H",79,60,73.7625,"W"
"1431","01/03/2017","Buffalo","Toledo","A",54,86,69.55,"L"
"1530","01/07/2017","Buffalo","Eastern Mich.","A",77,68,76.25,"W"
"1630","01/10/2017","Buffalo","Ohio","H",72,74,78.75,"L"
"1830","01/17/2017","Buffalo","Kent St.","A",82,69,77.1875,"W"
"1929","01/21/2017","Buffalo","Western Mich.","H",66,54,67.1625,"W"
"2031","01/24/2017","Buffalo","Miami (OH)","A",74,75,73.3,"L"
"2234","01/31/2017","Buffalo","Central Mich.","H",101,91,81.5625,"W"
"2429","02/07/2017","Buffalo","Northern Ill.","H",65,45,67.975,"W"
"2629","02/14/2017","Buffalo","Central Mich.","A",99,93,79.825,"W"
"2731","02/18/2017","Buffalo","Miami (OH)","H",71,58,67.2,"W"
"2832","02/21/2017","Buffalo","Kent St.","H",69,77,74,"L"
"3031","02/28/2017","Buffalo","Ohio","A",83,79,72.55,"W"
"3225","03/09/2017","Buffalo","Kent St.","N",65,68,68.8125,"L"
"1138","11/12/2016","Butler","Northern Colo.","H",89,52,72.1375,"W"
"2138","11/16/2016","Butler","Northwestern","H",70,68,66.05,"W"
"430","11/21/2016","Butler","Norfolk St.","H",91,55,67.4,"W"
"529","11/24/2016","Butler","Vanderbilt","N",76,66,69.0625,"W"
"730","11/28/2016","Butler","Utah","A",68,59,65.7875,"W"
"829","12/03/2016","Butler","Central Ark.","H",82,58,67.65,"W"
"929","12/07/2016","Butler","Indiana St.","A",71,72,64.3375,"L"
"1031","12/10/2016","Butler","Cincinnati","H",75,65,66.7625,"W"
"1139","12/17/2016","Butler","Indiana","N",83,78,70.1125,"W"
"1230","12/21/2016","Butler","Vermont","H",81,69,68.525,"W"
"1334","12/29/2016","Butler","St. John's (NY)","A",73,76,69.7625,"L"
"1432","01/01/2017","Butler","Providence","H",78,61,67.6625,"W"
"1531","01/04/2017","Butler","Villanova","H",66,58,58.6,"W"
"1631","01/07/2017","Butler","Georgetown","A",85,76,77.6125,"W"
"1728","01/11/2017","Butler","Creighton","A",64,75,64.825,"L"
"1831","01/14/2017","Butler","Xavier","H",83,78,70.7875,"W"
"1930","01/16/2017","Butler","Marquette","H",88,80,65.4,"W"
"2032","01/21/2017","Butler","DePaul","A",70,69,70.875,"W"
"2139","01/25/2017","Butler","Seton Hall","A",61,54,69.1125,"W"
"2235","01/28/2017","Butler","Georgetown","H",81,85,66.575,"L"
"2329","01/31/2017","Butler","Creighton","H",67,76,68.3,"L"
"2430","02/07/2017","Butler","Marquette","A",68,65,65.9625,"W"
"2530","02/11/2017","Butler","Providence","A",65,71,63.475,"L"
"2630","02/15/2017","Butler","St. John's (NY)","H",110,86,77.7875,"W"
"2732","02/19/2017","Butler","DePaul","H",82,66,65.1,"W"
"2833","02/22/2017","Butler","Villanova","A",74,66,64.15,"W"
"2928","02/26/2017","Butler","Xavier","A",88,79,67.55,"W"
"3032","03/04/2017","Butler","Seton Hall","H",64,70,62.05,"L"
"3126","03/09/2017","Butler","Xavier","N",57,62,62,"L"
"3226","03/16/2017","Butler","Winthrop","N",76,64,71.5,"W"
"3313","03/18/2017","Butler","Middle Tenn.","N",74,65,67.2875,"W"
"3412","03/24/2017","Butler","North Carolina","N",80,92,72.825,"L"
"367","11/19/2016","CSU Bakersfield","UC Santa Barbara","H",77,70,69.0875,"W"
"431","11/22/2016","CSU Bakersfield","Fresno St.","H",71,63,69.775,"W"
"530","11/25/2016","CSU Bakersfield","Wright St.","A",64,68,76.5125,"L"
"633","11/26/2016","CSU Bakersfield","North Florida","N",77,54,68.7,"W"
"731","11/27/2016","CSU Bakersfield","North Dakota","N",55,57,67.975,"L"
"930","12/02/2016","CSU Bakersfield","SMU","A",43,49,60.15,"L"
"1032","12/05/2016","CSU Bakersfield","Northern Ariz.","A",81,47,66.525,"W"
"1140","12/10/2016","CSU Bakersfield","Portland St.","H",81,79,73.35,"W"
"1433","12/27/2016","CSU Bakersfield","UC Santa Barbara","A",60,62,70.1375,"L"
"1532","01/03/2017","CSU Bakersfield","Dartmouth","A",64,60,72.3125,"W"
"1632","01/07/2017","CSU Bakersfield","Seattle U","H",78,71,62.575,"W"
"1729","01/12/2017","CSU Bakersfield","UTRGV","A",88,81,71.7125,"W"
"1832","01/14/2017","CSU Bakersfield","New Mexico St.","A",58,63,63.6625,"L"
"1931","01/21/2017","CSU Bakersfield","Utah Valley","H",68,65,65.7125,"W"
"2140","01/28/2017","CSU Bakersfield","UMKC","A",74,63,67.375,"W"
"2236","02/04/2017","CSU Bakersfield","Grand Canyon","A",65,62,69.6375,"W"
"2330","02/09/2017","CSU Bakersfield","New Mexico St.","H",72,53,70,"W"
"2431","02/11/2017","CSU Bakersfield","UTRGV","H",75,53,70.95,"W"
"2531","02/16/2017","CSU Bakersfield","Utah Valley","A",80,71,75.6125,"W"
"2631","02/18/2017","CSU Bakersfield","Seattle U","A",51,48,70.025,"W"
"2733","02/23/2017","CSU Bakersfield","UMKC","H",71,62,66.1875,"W"
"2929","03/04/2017","CSU Bakersfield","Grand Canyon","H",52,58,69.85,"L"
"3033","03/10/2017","CSU Bakersfield","Utah Valley","N",81,80,101.2625,"W"
"3127","03/11/2017","CSU Bakersfield","New Mexico St.","N",60,70,66.825,"L"
"3413","03/22/2017","CSU Bakersfield","UT Arlington","A",80,76,71.4625,"W"
"3511","03/28/2017","CSU Bakersfield","Georgia Tech","N",61,76,69,"L"
"2141","11/13/2016","CSUN","UCLA","A",87,102,90.9625,"L"
"368","11/15/2016","CSUN","Stanford","A",69,96,80.5375,"L"
"432","11/19/2016","CSUN","Northern Ill.","H",84,82,77.85,"W"
"531","11/24/2016","CSUN","Texas A&M","N",73,95,73.1125,"L"
"634","11/25/2016","CSUN","New Mexico","N",89,105,77.725,"L"
"732","11/27/2016","CSUN","Portland","N",78,96,73.1375,"L"
"830","12/03/2016","CSUN","Idaho St.","H",79,76,67.2375,"W"
"931","12/05/2016","CSUN","St. John's (NY)","A",70,76,73.9,"L"
"1033","12/10/2016","CSUN","Loyola Marymount","H",68,69,69.075,"L"
"1335","12/29/2016","CSUN","Morgan St.","H",82,61,71.6125,"W"
"1434","01/04/2017","CSUN","UC Riverside","H",82,76,69.9375,"W"
"1633","01/11/2017","CSUN","Long Beach St.","A",89,82,80.925,"W"
"1730","01/14/2017","CSUN","UC Davis","H",68,71,75.425,"L"
"1833","01/18/2017","CSUN","Hawaii","A",77,80,70.85,"L"
"1932","01/21/2017","CSUN","UC Irvine","H",73,105,74.9625,"L"
"2033","01/25/2017","CSUN","UC Santa Barbara","A",78,57,70.125,"W"
"2142","01/28/2017","CSUN","UC Riverside","A",63,59,74.35,"W"
"2237","02/01/2017","CSUN","Long Beach St.","H",108,98,84.3125,"W"
"2331","02/04/2017","CSUN","Hawaii","H",72,76,69.7125,"L"
"2432","02/11/2017","CSUN","UC Santa Barbara","H",77,55,64.05,"W"
"2632","02/23/2017","CSUN","UC Davis","A",85,96,74.95,"L"
"2734","02/25/2017","CSUN","UC Irvine","A",80,83,69.8625,"L"
"1141","11/11/2016","Cal Poly","Pepperdine","A",68,77,72.95,"L"
"532","11/23/2016","Cal Poly","Northern Ill.","A",68,64,65.3125,"W"
"635","11/25/2016","Cal Poly","Ill.-Chicago","N",71,84,71.1875,"L"
"733","11/26/2016","Cal Poly","Elon","N",66,72,63.125,"L"
"831","12/01/2016","Cal Poly","UTSA","H",59,47,68.2625,"W"
"1034","12/10/2016","Cal Poly","Fresno St.","A",59,73,63.8875,"L"
"1142","12/17/2016","Cal Poly","California","A",55,81,65.075,"L"
"1231","12/20/2016","Cal Poly","Washington","A",61,77,68.025,"L"
"1336","12/28/2016","Cal Poly","Grand Canyon","A",64,71,66.975,"L"
"1435","12/31/2016","Cal Poly","Princeton","A",52,81,56.725,"L"
"1533","01/07/2017","Cal Poly","UC Davis","A",64,68,65.2125,"L"
"1634","01/12/2017","Cal Poly","Cal St. Fullerton","H",74,87,69.6125,"L"
"1731","01/14/2017","Cal Poly","UC Santa Barbara","A",53,58,57.4625,"L"
"1834","01/18/2017","Cal Poly","UC Irvine","H",48,70,64.1875,"L"
"1933","01/21/2017","Cal Poly","Long Beach St.","H",92,98,82.1125,"L"
"2034","01/26/2017","Cal Poly","UC Irvine","A",79,66,60.2,"W"
"2143","01/28/2017","Cal Poly","Cal St. Fullerton","A",71,81,70.8,"L"
"2238","02/02/2017","Cal Poly","UC Davis","H",74,70,68.2375,"W"
"2332","02/04/2017","Cal Poly","UC Riverside","H",56,67,60.125,"L"
"2433","02/09/2017","Cal Poly","Hawaii","A",65,74,68.4,"L"
"2532","02/15/2017","Cal Poly","CSUN","A",85,71,73.6125,"W"
"2633","02/18/2017","Cal Poly","Hawaii","H",61,82,65.625,"L"
"2735","02/23/2017","Cal Poly","Long Beach St.","A",78,71,70.0875,"W"
"2834","02/25/2017","Cal Poly","UC Riverside","A",84,77,75.525,"W"
"2930","03/02/2017","Cal Poly","CSUN","H",76,70,70.0875,"W"
"3034","03/04/2017","Cal Poly","UC Santa Barbara","H",44,57,NA,"L"
"3128","03/09/2017","Cal Poly","UC Davis","N",55,66,68.3125,"L"
"2144","11/13/2016","Cal St. Fullerton","Portland St.","H",106,100,89.6625,"W"
"369","11/17/2016","Cal St. Fullerton","Washington","A",88,104,79.3375,"L"
"433","11/19/2016","Cal St. Fullerton","UNLV","A",68,77,72.8,"L"
"533","11/25/2016","Cal St. Fullerton","Jacksonville St.","N",38,61,59.525,"L"
"734","11/30/2016","Cal St. Fullerton","Omaha","H",73,83,80.1125,"L"
"832","12/03/2016","Cal St. Fullerton","Pacific","H",78,77,70.9875,"W"
"932","12/07/2016","Cal St. Fullerton","San Diego","A",75,82,71.875,"L"
"1035","12/10/2016","Cal St. Fullerton","Southern Utah","H",75,62,72.95,"W"
"1143","12/18/2016","Cal St. Fullerton","Omaha","A",96,102,87.9125,"L"
"1232","12/22/2016","Cal St. Fullerton","Portland","H",77,72,70.625,"W"
"1436","01/05/2017","Cal St. Fullerton","Hawaii","H",67,64,71.375,"W"
"1534","01/07/2017","Cal St. Fullerton","CSUN","H",65,70,70,"L"
"1732","01/14/2017","Cal St. Fullerton","UC Irvine","A",67,87,71.75,"L"
"1835","01/18/2017","Cal St. Fullerton","UC Riverside","H",63,71,68.125,"L"
"1934","01/26/2017","Cal St. Fullerton","Long Beach St.","A",65,76,70.85,"L"
"2145","02/02/2017","Cal St. Fullerton","UC Santa Barbara","A",79,53,65.8125,"W"
"2239","02/08/2017","Cal St. Fullerton","UC Davis","A",65,74,72.0625,"L"
"2333","02/11/2017","Cal St. Fullerton","Long Beach St.","H",74,69,67.575,"W"
"2434","02/16/2017","Cal St. Fullerton","UC Riverside","A",56,55,70.4375,"W"
"2533","02/18/2017","Cal St. Fullerton","UC Davis","H",79,72,73.5875,"W"
"2634","02/22/2017","Cal St. Fullerton","UC Irvine","H",56,54,67.8125,"W"
"2736","02/25/2017","Cal St. Fullerton","Hawaii","A",58,64,71.4,"L"
"2835","03/02/2017","Cal St. Fullerton","UC Santa Barbara","H",65,54,59.65,"W"
"2931","03/04/2017","Cal St. Fullerton","CSUN","A",86,78,76.4,"W"
"3035","03/09/2017","Cal St. Fullerton","CSUN","N",81,68,72.8375,"W"
"3129","03/10/2017","Cal St. Fullerton","UC Davis","N",64,66,68.7375,"L"
"3227","03/16/2017","Cal St. Fullerton","Weber St.","H",76,80,73.475,"L"
"1144","11/11/2016","California","South Dakota St.","H",82,53,70.8875,"W"
"2146","11/16/2016","California","UC Irvine","H",75,65,68.5375,"W"
"370","11/21/2016","California","San Diego St.","N",65,77,71.9125,"L"
"434","11/25/2016","California","Wyoming","H",71,61,74.1125,"W"
"534","11/27/2016","California","Southeastern La.","H",67,55,66.05,"W"
"636","11/30/2016","California","Louisiana Tech","H",68,59,72.95,"W"
"833","12/06/2016","California","Princeton","N",62,51,66.5,"W"
"933","12/07/2016","California","Seton Hall","N",57,60,68.025,"L"
"1036","12/10/2016","California","UC Davis","H",86,61,74.025,"W"
"1233","12/21/2016","California","Virginia","H",52,56,60.4125,"L"
"1535","01/05/2017","California","UCLA","A",71,81,74.2375,"L"
"1635","01/08/2017","California","Southern California","A",74,73,69.3125,"W"
"1733","01/12/2017","California","Washington","H",69,59,61.55,"W"
"1836","01/14/2017","California","Washington St.","H",58,54,58.2,"W"
"1935","01/19/2017","California","Oregon","A",63,86,64.55,"L"
"2035","01/21/2017","California","Oregon St.","A",69,58,62.5,"W"
"2147","01/29/2017","California","Stanford","H",66,55,66.375,"W"
"2240","02/02/2017","California","Utah","H",77,75,80.45,"W"
"2334","02/05/2017","California","Colorado","H",77,66,64.5,"W"
"2635","02/17/2017","California","Stanford","A",68,73,69.875,"L"
"2737","02/22/2017","California","Oregon","H",65,68,62.8125,"L"
"2836","02/24/2017","California","Oregon St.","H",76,46,66.3125,"W"
"2932","03/02/2017","California","Utah","A",44,74,66.975,"L"
"3036","03/04/2017","California","Colorado","A",46,54,63.7125,"L"
"3130","03/08/2017","California","Oregon St.","N",67,62,65.7125,"W"
"3228","03/09/2017","California","Utah","N",78,75,64.525,"W"
"3314","03/10/2017","California","Oregon","N",65,73,67.45,"L"
"3414","03/14/2017","California","CSU Bakersfield","N",66,73,71.15,"L"
"1145","11/11/2016","Campbell","Oklahoma St.","A",65,102,87.15,"L"
"372","11/19/2016","Campbell","Morgan St.","A",66,82,75.975,"L"
"435","11/21/2016","Campbell","Samford","H",53,66,64.7625,"L"
"535","11/26/2016","Campbell","VMI","A",67,53,72.125,"W"
"735","12/02/2016","Campbell","USC Upstate","N",73,80,72.0125,"L"
"834","12/03/2016","Campbell","Colgate","N",73,71,74.5875,"W"
"934","12/04/2016","Campbell","The Citadel","A",97,91,85.9625,"W"
"1037","12/14/2016","Campbell","UNCW","H",75,96,68.375,"L"
"1234","12/22/2016","Campbell","Stetson","H",81,72,66.2375,"W"
"1337","12/29/2016","Campbell","Longwood","A",77,79,68.8625,"L"
"1437","12/31/2016","Campbell","Presbyterian","H",69,58,60.2625,"W"
"1536","01/04/2017","Campbell","Charleston So.","H",92,82,68.9875,"W"
"1636","01/07/2017","Campbell","Liberty","A",54,61,62,"L"
"1734","01/11/2017","Campbell","Gardner-Webb","A",76,60,73.4125,"W"
"1837","01/14/2017","Campbell","Winthrop","H",63,72,65.2375,"L"
"1936","01/19/2017","Campbell","High Point","H",78,83,61.7375,"L"
"2036","01/21/2017","Campbell","UNC Asheville","A",56,72,65.8625,"L"
"2148","01/26/2017","Campbell","Radford","A",78,61,68.4625,"W"
"2241","01/28/2017","Campbell","Liberty","H",40,72,57.8625,"L"
"2335","02/01/2017","Campbell","Gardner-Webb","H",68,80,63.075,"L"
"2435","02/04/2017","Campbell","Winthrop","A",62,76,64,"L"
"2534","02/09/2017","Campbell","Longwood","H",83,79,72.1125,"W"
"2636","02/11/2017","Campbell","Presbyterian","A",70,57,65.2875,"W"
"2738","02/15/2017","Campbell","Charleston So.","A",69,72,59.8125,"L"
"2837","02/18/2017","Campbell","UNC Asheville","H",53,66,62.525,"L"
"2933","02/23/2017","Campbell","High Point","A",49,59,62.7625,"L"
"3037","02/25/2017","Campbell","Radford","H",61,58,61.9375,"W"
"3131","02/28/2017","Campbell","Presbyterian","H",81,62,67.925,"W"
"3229","03/02/2017","Campbell","UNC Asheville","N",81,79,67.8125,"W"
"3315","03/03/2017","Campbell","Radford","N",66,50,61.3625,"W"
"3415","03/05/2017","Campbell","Winthrop","A",59,76,66.8375,"L"
"3512","03/14/2017","Campbell","Houston Baptist","H",98,79,73.375,"W"
"3610","03/20/2017","Campbell","UT Martin","H",73,56,63.4125,"W"
"373","03/25/2017","Campbell","Furman","H",64,79,64.175,"L"
"1146","11/13/2016","Canisius","Kentucky","A",69,93,75.0125,"L"
"2149","11/15/2016","Canisius","Cleveland St.","A",64,67,58.5125,"L"
"374","11/18/2016","Canisius","Duquesne","A",78,77,71.95,"W"
"436","11/21/2016","Canisius","UT Martin","H",69,72,69.9125,"L"
"536","11/23/2016","Canisius","Tennessee St.","H",58,72,68.45,"L"
"637","11/26/2016","Canisius","Youngstown St.","A",90,84,73.525,"W"
"736","12/02/2016","Canisius","Manhattan","A",77,76,79.375,"W"
"835","12/04/2016","Canisius","Monmouth","A",88,94,79.025,"L"
"1038","12/10/2016","Canisius","St. Francis Brooklyn","H",91,81,76.75,"W"
"1338","12/22/2016","Canisius","St. Bonaventure","A",106,101,79.2125,"W"
"1438","01/02/2017","Canisius","Siena","H",82,79,72.6625,"W"
"1537","01/04/2017","Canisius","Quinnipiac","H",83,77,73.2625,"W"
"1637","01/08/2017","Canisius","Iona","A",75,98,72.7,"L"
"1735","01/10/2017","Canisius","Fairfield","A",86,72,77.0875,"W"
"1838","01/14/2017","Canisius","Marist","H",91,58,66.1,"W"
"1937","01/16/2017","Canisius","Monmouth","H",72,76,72.2875,"L"
"2037","01/20/2017","Canisius","Quinnipiac","A",90,95,76.9875,"L"
"2150","01/23/2017","Canisius","Niagara","A",84,91,74.5,"L"
"2242","01/28/2017","Canisius","Manhattan","H",78,64,67.425,"W"
"2336","01/30/2017","Canisius","Rider","H",66,72,69.1125,"L"
"2436","02/04/2017","Canisius","Siena","A",80,73,72.1125,"W"
"2535","02/06/2017","Canisius","Saint Peter's","A",72,70,65.35,"W"
"2637","02/10/2017","Canisius","Niagara","H",81,94,78.4125,"L"
"2739","02/14/2017","Canisius","Iona","H",89,83,74.05,"W"
"2838","02/17/2017","Canisius","Rider","A",85,77,79.8625,"W"
"2934","02/19/2017","Canisius","Marist","A",74,76,71.575,"L"
"3038","02/24/2017","Canisius","Fairfield","H",55,58,60.275,"L"
"3132","02/26/2017","Canisius","Saint Peter's","H",65,72,64.7625,"L"
"3230","03/02/2017","Canisius","Marist","N",77,73,67.2375,"W"
"3316","03/03/2017","Canisius","Saint Peter's","N",58,61,62.8875,"L"
"3416","03/14/2017","Canisius","Samford","A",74,78,67.5125,"L"
"1147","11/11/2016","Central Ark.","Wisconsin","A",47,79,60.7375,"L"
"2151","11/14/2016","Central Ark.","Oklahoma St.","A",90,102,82.3625,"L"
"375","11/19/2016","Central Ark.","Chattanooga","N",64,75,70.875,"L"
"537","11/26/2016","Central Ark.","Western Mich.","A",63,80,73.1875,"L"
"638","11/29/2016","Central Ark.","Little Rock","H",87,89,81.45,"L"
"737","12/01/2016","Central Ark.","Southeast Mo. St.","A",63,87,73.0125,"L"
"935","12/10/2016","Central Ark.","Little Rock","A",59,70,65.3375,"L"
"1039","12/13/2016","Central Ark.","Michigan","A",53,97,67.675,"L"
"1235","12/19/2016","Central Ark.","Morehead St.","A",85,111,82.4,"L"
"1439","12/31/2016","Central Ark.","Sam Houston St.","H",67,65,77.5875,"W"
"1538","01/02/2017","Central Ark.","Lamar University","H",75,78,67.7125,"L"
"1736","01/12/2017","Central Ark.","Houston Baptist","A",89,78,70.8125,"W"
"1938","01/18/2017","Central Ark.","McNeese","A",72,82,67.4375,"L"
"2038","01/21/2017","Central Ark.","New Orleans","H",63,81,60.625,"L"
"2152","01/25/2017","Central Ark.","SFA","A",76,78,69.1875,"L"
"2243","01/28/2017","Central Ark.","Incarnate Word","H",80,81,72.2875,"L"
"2337","02/02/2017","Central Ark.","Northwestern St.","H",107,97,77.0625,"W"
"2437","02/04/2017","Central Ark.","Southeastern La.","H",68,66,70.4375,"W"
"2638","02/11/2017","Central Ark.","Nicholls St.","H",106,83,73.2375,"W"
"2740","02/16/2017","Central Ark.","Nicholls St.","A",89,96,86.45,"L"
"2839","02/18/2017","Central Ark.","New Orleans","A",61,84,67.7375,"L"
"2935","02/22/2017","Central Ark.","Southeastern La.","A",70,87,69,"L"
"3039","02/25/2017","Central Ark.","SFA","H",85,90,76.5375,"L"
"3133","03/04/2017","Central Ark.","Northwestern St.","A",83,97,75.6875,"L"
"3231","03/08/2017","Central Ark.","Sam Houston St.","N",69,77,68.35,"L"
"1148","11/11/2016","Central Conn. St.","Hartford","H",75,60,73.6,"W"
"2153","11/13/2016","Central Conn. St.","Seton Hall","A",58,82,68.1375,"L"
"437","11/22/2016","Central Conn. St.","Penn","H",65,87,65,"L"
"538","11/30/2016","Central Conn. St.","Maine","A",82,61,67.725,"W"
"738","12/06/2016","Central Conn. St.","Rutgers","A",37,79,71.725,"L"
"836","12/10/2016","Central Conn. St.","Duquesne","A",67,70,68.8125,"L"
"936","12/13/2016","Central Conn. St.","Yale","A",59,90,63.8125,"L"
"1040","12/18/2016","Central Conn. St.","UMass Lowell","A",69,86,72.525,"L"
"1149","12/21/2016","Central Conn. St.","Fordham","A",60,83,70.8625,"L"
"1236","12/29/2016","Central Conn. St.","Wagner","A",46,71,58.8375,"L"
"1339","12/31/2016","Central Conn. St.","St. Francis Brooklyn","A",77,86,74.575,"L"
"1440","01/05/2017","Central Conn. St.","Sacred Heart","H",62,64,65.8375,"L"
"1539","01/07/2017","Central Conn. St.","Mt. St. Mary's","H",68,77,66.1625,"L"
"1638","01/12/2017","Central Conn. St.","LIU Brooklyn","A",49,60,60.675,"L"
"1737","01/14/2017","Central Conn. St.","Fairleigh Dickinson","H",47,59,58.525,"L"
"1839","01/19/2017","Central Conn. St.","Robert Morris","A",67,74,65,"L"
"1939","01/21/2017","Central Conn. St.","Saint Francis (PA)","A",84,83,74.8125,"W"
"2154","01/28/2017","Central Conn. St.","LIU Brooklyn","H",61,52,64.1125,"W"
"2244","02/02/2017","Central Conn. St.","Wagner","H",60,70,62.3,"L"
"2338","02/04/2017","Central Conn. St.","Mt. St. Mary's","A",54,52,64.8625,"W"
"2438","02/09/2017","Central Conn. St.","Fairleigh Dickinson","A",62,79,68.525,"L"
"2536","02/11/2017","Central Conn. St.","Sacred Heart","A",62,77,62.7875,"L"
"2639","02/16/2017","Central Conn. St.","Saint Francis (PA)","H",71,80,64.125,"L"
"2741","02/18/2017","Central Conn. St.","Robert Morris","H",64,74,72.65,"L"
"2840","02/23/2017","Central Conn. St.","St. Francis Brooklyn","H",62,53,67.4375,"W"
"2155","11/14/2016","Central Mich.","Tennessee Tech","A",86,74,73.3125,"W"
"438","11/21/2016","Central Mich.","Pepperdine","N",88,77,75.4125,"W"
"539","11/22/2016","Central Mich.","St. Bonaventure","N",71,102,78.2,"L"
"639","11/23/2016","Central Mich.","Little Rock","N",79,91,73.6625,"L"
"739","11/26/2016","Central Mich.","Green Bay","A",89,77,83.875,"W"
"837","11/29/2016","Central Mich.","William & Mary","H",91,81,74.65,"W"
"1041","12/06/2016","Central Mich.","Green Bay","H",107,97,89.425,"W"
"1150","12/10/2016","Central Mich.","Illinois","A",73,92,75.6,"L"
"1237","12/21/2016","Central Mich.","Montana St.","A",106,103,82.175,"W"
"1340","12/30/2016","Central Mich.","Chicago St.","H",90,82,74.8125,"W"
"1441","01/03/2017","Central Mich.","Eastern Mich.","A",63,85,72.925,"L"
"1540","01/07/2017","Central Mich.","Northern Ill.","A",83,87,79.475,"L"
"1738","01/13/2017","Central Mich.","Toledo","H",96,88,79.95,"W"
"1940","01/21/2017","Central Mich.","Miami (OH)","H",101,92,75.1375,"W"
"2156","01/28/2017","Central Mich.","Kent St.","A",105,98,85.775,"W"
"2339","02/03/2017","Central Mich.","Western Mich.","H",86,82,72.8875,"W"
"2439","02/07/2017","Central Mich.","Ohio","A",97,87,77.2125,"W"
"2537","02/11/2017","Central Mich.","Miami (OH)","A",76,81,77.8625,"L"
"2841","02/21/2017","Central Mich.","Northern Ill.","H",66,89,69.3125,"L"
"2936","02/24/2017","Central Mich.","Toledo","A",66,87,74.7625,"L"
"3040","02/28/2017","Central Mich.","Eastern Mich.","H",81,109,79.325,"L"
"3134","03/03/2017","Central Mich.","Western Mich.","A",80,88,77.7125,"L"
"3232","03/06/2017","Central Mich.","Kent St.","A",106,116,85.95,"L"
"1151","11/12/2016","Charleston So.","Florida St.","A",67,88,75.525,"L"
"376","11/19/2016","Charleston So.","USC Upstate","H",77,79,71.7125,"L"
"937","12/13/2016","Charleston So.","VMI","A",83,88,69.5375,"L"
"1042","12/17/2016","Charleston So.","Georgia","A",64,84,67.1875,"L"
"1152","12/20/2016","Charleston So.","Virginia Tech","A",59,87,78.8,"L"
"1238","12/29/2016","Charleston So.","Winthrop","H",68,84,78.2875,"L"
"1341","12/31/2016","Charleston So.","Liberty","H",70,81,57.7125,"L"
"1541","01/07/2017","Charleston So.","Gardner-Webb","A",75,79,69.3125,"L"
"1639","01/11/2017","Charleston So.","Radford","H",70,64,66.6625,"W"
"1739","01/14/2017","Charleston So.","UNC Asheville","H",67,76,68.6625,"L"
"1840","01/19/2017","Charleston So.","Presbyterian","A",73,52,64.1875,"W"
"1941","01/21/2017","Charleston So.","Longwood","H",76,61,70.8375,"W"
"2039","01/26/2017","Charleston So.","High Point","A",69,72,77.8,"L"
"2157","01/28/2017","Charleston So.","Gardner-Webb","H",76,85,69.375,"L"
"2245","02/01/2017","Charleston So.","UNC Asheville","A",73,91,79,"L"
"2340","02/04/2017","Charleston So.","Presbyterian","H",71,65,70.8125,"W"
"2440","02/09/2017","Charleston So.","Radford","A",67,79,69.7,"L"
"2538","02/11/2017","Charleston So.","Liberty","A",69,76,67.35,"L"
"2742","02/18/2017","Charleston So.","High Point","H",76,75,62.9375,"W"
"2842","02/23/2017","Charleston So.","Winthrop","A",72,86,71.3,"L"
"2937","02/25/2017","Charleston So.","Longwood","A",86,78,70.9,"W"
"3041","02/28/2017","Charleston So.","Longwood","H",79,74,69.45,"W"
"3135","03/02/2017","Charleston So.","Winthrop","A",78,92,77.0375,"L"
"2158","11/14/2016","Charlotte","Elon","A",100,95,81.85,"W"
"377","11/17/2016","Charlotte","East Carolina","H",76,64,69.9125,"W"
"439","11/22/2016","Charlotte","USC Upstate","H",103,108,86.1875,"L"
"540","11/26/2016","Charlotte","Davidson","A",57,79,72.8375,"L"
"740","11/30/2016","Charlotte","James Madison","H",65,56,70.2625,"W"
"838","12/03/2016","Charlotte","Oregon St.","H",69,66,69.85,"W"
"938","12/06/2016","Charlotte","Wake Forest","A",74,91,74.325,"L"
"1043","12/17/2016","Charlotte","Florida","N",46,87,73.1125,"L"
"1153","12/20/2016","Charlotte","Maryland","N",72,88,77.925,"L"
"1239","12/31/2016","Charlotte","North Texas","H",101,76,82.1125,"W"
"1342","01/02/2017","Charlotte","Rice","H",70,89,76.475,"L"
"1442","01/05/2017","Charlotte","Western Ky.","A",80,82,69.7875,"L"
"1542","01/07/2017","Charlotte","Marshall","A",93,110,84.1875,"L"
"1640","01/12/2017","Charlotte","Louisiana Tech","H",73,79,70.925,"L"
"1740","01/14/2017","Charlotte","Southern Miss.","H",82,66,74.425,"W"
"1841","01/21/2017","Charlotte","Old Dominion","H",74,72,67.925,"W"
"1942","01/26/2017","Charlotte","North Texas","A",82,81,75,"W"
"2040","01/28/2017","Charlotte","Rice","A",67,84,77.1,"L"
"2159","02/02/2017","Charlotte","Fla. Atlantic","H",75,77,76.575,"L"
"2246","02/04/2017","Charlotte","FIU","H",95,80,70.3125,"W"
"2341","02/09/2017","Charlotte","UAB","A",69,82,69.15,"L"
"2441","02/11/2017","Charlotte","Middle Tenn.","A",55,70,69.8375,"L"
